"gene_id","master_id","skel_code","skel_elem","year_pub","pub_abbr","doi","link","date_metho","date_BP","date_err","date_full","age_at_death","group","locality","pol_ent","lat","long","Pulldown.Strategy","suffices","data_type","no_lib","snps_1240k","snps_ho","mol_sex","ROH_tot","ROH_tot2","Y_hap","Y_hap2","Y.hap3","mtDNA_cov","mtDNA_hap","mtDNA_match","damage","sex_ratio","angsd","hapconx","lib_type","libs","endo","assess","assess_warn","mtDNA_hap_simp","y_hap_simp"
"I1902.AG","I1902","FEB3a","tooth (premolar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",6550,173,"4900-4300 BCE",NA,"Hungary_LN_Lengyel.AG","Felsörs-Bárókert (Veszprém County, Balatonalmádi)","Hungary",47.01938,17.96243,"Native Pulldown on 3.2M snpset","AG","1240k",1,173832,90613,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","J-Z6055","J2a1a2b~",NA,NA,"H44",NA,NA,NA,NA,"[0,0.007]","ds.half","S1902.L1","0.268","PASS",NA,"H44","J2a"
"I1905.AG","I1905","CSAT25a","petrous",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",6664,57,"4834-4556 calBCE (5850±40 BP, Poz-82582)",NA,"Hungary_LN_Lengyel.AG","Csabdi-Télizöldes (Fejér County, Bicske)","Hungary",47.51062,18.61693,"Native Pulldown on 3.2M snpset","AG","1240k",1,389032,205925,"M","0","0","I-S6635","I2a2a",NA,NA,"T2b",NA,NA,NA,NA,"[0,0.007]","ds.half","S1905.L1","0.137","PASS",NA,"T2b","I2a"
"I0577.AG","I0577","A10c (Arzhan, burial 10c)","tooth",2017,"UnterlanderNatureCommunications2017","doi:10.1038/ncomms14615","ENA:PRJEB18686","Context: Archaeological",2750,58,"900 -700 BCE",NA,"Russia_Tuva_IA_AldyBel.AG","Arzhan (Tuva Republic, Piy-Khemsky District, Arzaan Village)","Russia",52.096067,93.711133,"Native Pulldown on 3.2M snpset","AG","1240k",1,797036,423611,"M","0","0","R-YP1456","R1a1a1b2a2a3b~",NA,"358","A8a","[0.986,0.993]","0.026",0.417,"[0.001,0.005]","[0.001,0.002]","ds.half","S0577.E1.L2","0.039","PASS","damage.ds.half=0.026","A8a","R1a"
"I1594.AG","I1594","Bla28 (Excavation 2004)","bone",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",5140,96,"3338-3024 calBCE (4465±30 BP, KIA-28846)",NA,"Germany_Blatterhohle_MN.AG","Blätterhöhle Cave (Nordrhein-Westfalen, Arnsberg, Hagen-Kreisfreie Stadt)","Germany",51.358333,7.551111,"Native Pulldown on 3.2M snpset","AG","1240k",1,110791,58362,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-V88","R1b",NA,"59.6","J1c1b1","[0.982,0.990]","0.104",0.435,"n/a (18 SNPs)","n/a (<2000 X SNPs)","ds.half","S1594.E1.L1","0.0094","PASS",NA,"J1c","R1b"
"I1752.AG","I1752","ConchaliIND1","tooth",2018,"PosthNakatsukaCell2018","doi:10.1016/j.cell.2018.10.027","ENA:PRJEB28961","Direct (WARNING NEED TO CALIBRATE TO SHCAL20): SHCal13 by Thomas Harper",595,32,"1300-1410 calCE (650±24 BP, UGAMS-3241)",NA,"Chile_Conchali_700BP.AG","Conchalí (Santiago)","Chile",-33.366667,-70.666667,"Native Pulldown on 3.2M snpset","AG","1240k",1,786020,418116,"M","202.365465","115.329389","Q-M3","Q1b1a1a",NA,"515","B2i2b","[0.992,0.997]","0.087",0.423,"[0.001,0.005]","[0.003,0.006]","ds.half","S1752.E1.L1","0.151","PASS",NA,"B2i","Q1b"
"I1753.AG","I1753","LV036IND2","tooth (canine)",2018,"PosthNakatsukaCell2018","doi:10.1016/j.cell.2018.10.027","ENA:PRJEB28961","Direct (WARNING NEED R_combine, NEED TO MOVE TO SHCAL20): SHCal13, by Thomas Harper",5095,124,"3360-2930 calBCE [union of two dates: (4720±40 BP, Beta-254447), (4680±25 BP, UGAMS-4600)]","24-26 yrs","Chile_LosRieles_5100BP.AG","Los Rieles (Coquimbo, Los Vilos)","Chile",-31.92,-71.5,"Native Pulldown on 3.2M snpset","AG","1240k",1,805391,425680,"M","80.415103","0","Q-M3","Q1b1a1a",NA,"324","C1b","[0.975,0.986]","0.095",0.42,"[0.009,0.016]","[0.009,0.014]","ds.half","S1753.E1.L1","0.085","PASS","ANGSD=[0.009,0.016], hapConX=[0.009,0.014]","C1b","Q1b"
"I1754.AG","I1754","ConchaliIND2","tooth (premolar)",2018,"PosthNakatsukaCell2018","doi:10.1016/j.cell.2018.10.027","ENA:PRJEB28961","Direct (WARNING NEED TO CALIBRATE TO SHCAL20): SHCal13 by Thomas Harper",825,49,"1040-1210 calCE (950±30 BP, Poz-83481)",NA,"Chile_Conchali_700BP.AG","Conchalí (Santiago)","Chile",-33.366667,-70.666667,"Native Pulldown on 3.2M snpset","AG","1240k",1,842552,445322,"M","4.357","0","Q-Z781","Q1b1a2a~",NA,"535","D4h3a1a2","[0.988,0.993]","0.084",0.421,"[0.005,0.009]","[0.004,0.007]","ds.half","S1754.E1.L1","0.272","PASS","ANGSD=[0.005,0.009], hapConX=[0.004,0.007]","D4h","Q1b"
"I1763.AG","I1763","StPet9 (MAE_6462_23, Vasylivka-3, 1961, burial 35)","petrous",2018,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Direct: IntCal20",10081,99,"8282-7960 calBCE (8960±50 BP, Poz-81127)",NA,"Ukraine_Mesolithic.AG","Vasylivka-3 (Zaporizhia Oblast, Vasylivka District, Vasylivska municipality)","Ukraine",47.434167,35.276389,"Native Pulldown on 3.2M snpset","AG","1240k",1,828040,437809,"M","75.315101","0","I-S21825","I2a1a1b",NA,"567","U5b2","[0.975,0.989]","0.128",0.417,"[0.004,0.008]","[0.006,0.009]","ds.half","S1763.E1.L1","0.59","PASS","hapConX=[0.006,0.009]","U5b","I2a"
"I1767.AG","I1767","Sk2 (IWF 96, Cemetery, Sk 2)","tooth (molar)",2018,"OlaldeNature2018","doi:10.1038/nature25738","ENA:PRJEB23635","Direct: IntCal20",4045,58,"2202-1978 calBCE (3705±35 BP, OxA-8651)",NA,"England_BellBeaker_highEEF.AG","Windmill Fields (England, County Durham, Stockton-on-Tees)","United Kingdom",54.522812,-1.308134,"Native Pulldown on 3.2M snpset","AG","1240k",1,728709,386161,"M","0","0","I-Y3709","I2a1b1a1a1",NA,"463","U5a1a1","[0.993,0.999]","0.074",0.426,"[0.001,0.012]","[0.003,0.007]","ds.half","S1767.E1.L1","0.075","PASS",NA,"U5a","I2a"
"I1774.AG","I1774","SK2545 (NQR EX09, Round Barrow)","tooth (molar)",2021,"PattersonNature2021","doi:10.1038/s41586-021-04287-4","ENA:PRJEB47891","Direct: IntCal20",3698,69,"1879-1627 calBCE (3437±36 BP, UBA-28373)",NA,"England_C_EBA.AG","Neats Court (England, Kent, Isle of Sheppey)","United Kingdom",51.423287,0.738864,"Native Pulldown on 3.2M snpset","AG","1240k",1,100320,52111,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-M269","R1b1a1b",NA,"163","U4b1a2","[0.982,0.991]","0.088",0.46,"n/a (16 SNPs)","n/a (<2000 X SNPs)","ds.half","S1774.E1.L1","0.0046","PASS",NA,"U4b","R1b"
"I1775.AG","I1775","GOM245","tooth",2018,"OlaldeNature2018","doi:10.1038/nature25738","ENA:PRJEB23635","Direct: IntCal20",3563,50,"1731-1536 calBCE (3344±27 BP, OxA-14308)",NA,"Wales_C_EBA.AG","Great Orme (Wales, North Wales, Llandudno)","United Kingdom",53.33,-3.84,"Native Pulldown on 3.2M snpset","AG","1240k",1,416409,219911,"M","4.6626","0","R-P312","R1b1a1b1a1a2",NA,"677","I3","[0.978,0.989]","0.081",0.437,"[0.01,0.074]","[0.018,0.033]","ds.half","S1775.E1.L1","0.013","QUESTIONABLE","ANGSD=[0.01,0.074], hapConX=[0.018,0.033]","I3","R1b"
"I1784.AG","I1784","Gonur Tomb 2380 Sample 17","bone",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",4060,56,"2204-2027 calBCE (3720±30 BP, Poz-83485)",NA,"Turkmenistan_Gonur_BA_1.AG","Gonur (Mary Region)","Turkmenistan",38.21228,62.03443,"Native Pulldown on 3.2M snpset","AG","1240k",1,661408,353422,"M","0","0","J-ZS6592","J1a2a1b1a~",NA,"322","U7a2","[0.983,0.990]","0.119",0.434,"[0.003,0.009]","[0.003,0.008]","ds.half","S1784.E1.L1","0.022","PASS",NA,"U7a","J1a"
"I1819.AG","Ukraine_HG1","StPet12 (MAE_6462_25, Vasylivka-3, 1961, burial 37)","petrous",2017,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Direct: IntCal20",10658,94,"9107-8556 calBCE (9420±50 BP, Poz-81128)",NA,"Ukraine_Mesolithic.AG","Vasylivka-3 (Zaporizhia Oblast, Vasylivka District, Vasylivska municipality)","Ukraine",47.434167,35.276389,"Native Pulldown on 3.2M snpset","AG","1240k",1,811106,429614,"M","39.468204","0","R-M459","R1a",NA,"585","U5b2","[0.948,0.968]","0.156",0.417,"[0.004,0.009]","[0.007,0.011]","ds.half","S1819.E1.L1","0.363","PASS","mtcontam=[0.948,0.968], hapConX=[0.007,0.011]","U5b","R1a"
"I1821.AG","I1821","(SS8993-8, Potroshilovo-2, fence 5, burial 1)","bone (cranial)",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",3490,33,"1612-1501 calBCE (3275±20 BP, PSUAMS-2435)",NA,"Russia_MLBA_Krasnoyarsk.AG","Potroshilovo-2 (Krasnoyarsk Krai, Minusinsky District, Potroshilovo Village)","Russia",53.8731333,91.4604667,"Native Pulldown on 3.2M snpset","AG","1240k",1,425171,225364,"M","32.079005","0","R-Z645","R1a1a1",NA,"409","T1a1","[0.992,0.999]","0.086",0.425,"[0,0.008]","[0,0.008]","ds.half","S1821.E1.L1","0.151","PASS",NA,"T1a","R1a"
"I1836.AG","I1836","CG-13-Ind2","tooth",2019,"OlaldeScience2019","doi:10.1126/science.aav4040","ENA:PRJEB30874","Direct: IntCal20",3527,45,"1684-1503 calBCE (3310±35 BP, Poz-83482)",NA,"Spain_EBA.AG","Cova del Gegant (Catalonia, Barcelona, Sitges)","Spain",41.223,1.7742,"Native Pulldown on 3.2M snpset","AG","1240k",1,294103,154394,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-L151","R1b1a1b1a1a",NA,"45.7","U","[0.945,0.970]","0.065",0.441,"[0,0.043]","[0.015,0.037]","ds.half","S1836.E1.L1","0.0069","QUESTIONABLE","mtcontam=[0.945,0.97], hapConX=[0.015,0.037]","U","R1b"
"I1840.AG","I1840","ES.2/4-1","tooth",2019,"OlaldeScience2019","doi:10.1126/science.aav4040","ENA:PRJEB30874","Direct: IntCal20",3475,42,"1613-1450 calBCE (3260±30 BP, Beta-299302)",NA,"Spain_EBA.AG","El Sotillo (Basque Country, Álava, Laguardia)","Spain",42.5731538,-2.621938,"Native Pulldown on 3.2M snpset","AG","1240k",1,666259,349555,"M","14.574397","0","R-L151","R1b1a1b1a1a",NA,"489","H3ap","[0.993,0.999]","0.048",0.418,"[0.001,0.011]","[0.001,0.005]","ds.half","S1840.E1.L1","0.12","PASS",NA,"H3a","R1b"
"I1851.AG","I1851","SS7800-24, Ust-Bir IV, grave 28","bone (cranial)",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",3463,30,"1607-1450 calBCE (3255±20 BP, PSUAMS-2436)",NA,"Russia_MLBA_Krasnoyarsk.AG","Ustye-Biri-4 (Krasnoyarsk Krai, Krasnoturansky District, Lebyazhye Village)","Russia",54.1793167,91.5788667,"Native Pulldown on 3.2M snpset","AG","1240k",1,410799,222883,"M","13.4867","0","R-S23592","R1a1a1b2a2a3~",NA,"137","H2b","[0.980,0.990]","0.053",0.441,"[0,0.025]","[0,0.008]","ds.half","S1851.E1.L1","0.062","PASS",NA,"H2b","R1a"
"I1853.AG","I1853","(SS8993-10, Potroshilovo-2, fence 7)","bone (cranial)",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",3484,33,"1612-1465 calBCE (3270±20 BP, PSUAMS-2437)",NA,"Russia_MLBA_Krasnoyarsk.AG","Potroshilovo-2 (Krasnoyarsk Krai, Minusinsky District, Potroshilovo Village)","Russia",53.8731333,91.4604667,"Native Pulldown on 3.2M snpset","AG","1240k",1,122234,65761,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-Y156215","R1a1a1",NA,"15.1","H2b","[0.912,0.950]","0.094",0.442,"n/a (26 SNPs)","[0,0.014]","ds.half","S1853.E1.L1","0.0038","QUESTIONABLE","mtcontam=[0.912,0.95], hapConX=[0,0.014]","H2b","R1a"
"I1856.AG","I1856","(SS8993-9, Potroshilovo-2, fence 5, burial 3)","bone (cranial)",2019,"NarasimhanPattersonScience2019","doi:10.1126/science.aat7487","ENA:PRJEB32466","Direct: IntCal20",3540,42,"1686-1518 calBCE (3330±25 BP, PSUAMS-2067)",NA,"Russia_MLBA_Krasnoyarsk.AG","Potroshilovo-2 (Krasnoyarsk Krai, Minusinsky District, Potroshilovo Village)","Russia",53.8731333,91.4604667,"Native Pulldown on 3.2M snpset","AG","1240k",1,716314,387125,"M","10.537607","0","R-S23592","R1a1a1b2a2a3~",NA,"313","K1a+195","[0.984,0.992]","0.044",0.429,"[0,0.005]","[0.001,0.005]","ds.half","S1856.E1.L1","0.164","PASS",NA,"K1a","R1a"
"I1863.AG","I1863","80-28-20/22827.0.1 (Mummy 1)","tooth (molar)",2023,"NakatsukaNature2023","doi:10.1038/s41586-023-06771-5","ENA:PRJEB66319","Context: Archaeological",2750,115,"1000-600 BCE",NA,"Mexico_CoyoteCave_2750BP_contam.AG","Coyote Cave (Coahuila, Torreón)","Mexico",25.42,-100.96,"Native Pulldown on 3.2M snpset","AG","1240k",1,91525,48124,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","Q-YP4673","Q1b1a1a",NA,"365","C5b","[0.995,0.999]","0.063",0.419,"n/a (13 SNPs)","n/a (<2000 X SNPs)","ds.half","S1863.E1.L1","0.012","QUESTIONABLE","assigned >5% membership in CEU ADMIXTURE cluster so may be European contaminated","C5b","Q1b"
"I1864.AG","I1864","80-28-20/22846.0.1 (Mummy 6)","tooth (molar)",2023,"NakatsukaNature2023","doi:10.1038/s41586-023-06771-5","ENA:PRJEB66319","Direct: IntCal20",942,24,"904-1038 calCE (1035±25 BP, PSUAMS-1359)",NA,"Mexico_CoyoteCave_950BP.AG","Coyote Cave (Coahuila, Torreón)","Mexico",25.42,-100.96,"Native Pulldown on 3.2M snpset","AG","1240k",1,501416,265598,"M","54.519498","0","Q-YP4722","Q1b1a1a1e1a",NA,"627","C5b","[0.993,0.998]","0.041",0.423,"[0,0.009]","[0,0.004]","ds.half","S1864.E1.L1","0.137","PASS",NA,"C5b","Q1b"
"I1887.AG","I1887","VEGI3a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",7150,115,"5400-5000 BCE",NA,"Hungary_MN_Vinca.AG","Versend-Gilencsa","Hungary",45.5853,18.30771,"Native Pulldown on 3.2M snpset","AG","1240k",1,385309,197637,"M","4.3616","0","H-P96","H",NA,"274","T2b","[0.999,1.000]","0.159",0.425,"[0,0.022]","[0,0.01]","ds.half","S1887.L1","0.133","PASS",NA,"T2b","H"
"I1889.AG","I1889","SEKU1a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",6943,71,"5205-4848 calBCE (6079±33 BP, MAMS-14808)",NA,"Hungary_MN_Vinca.AG","Szederkény/Kukorica-dűlő (Baranya County, Bóly District)","Hungary",46.0526762,18.2659314,"Native Pulldown on 3.2M snpset","AG","1240k",1,399142,206040,"M","21.162099","21.162099","G-Y140837","G2a2a1a2a2a1",NA,"53","K1a2","[0.874,0.927]","0.196",0.439,"[0,0.023]","[0,0.009]","ds.half","S1889.L1","0.235","PASS","mtcontam=[0.874,0.927], hapConX=[0,0.009]","K1a","G2a"
"I1890.AG","I1890","FAGA1a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",6875,101,"5100-4750 BCE",NA,"Hungary_LN_Sopot.AG","Fajsz-Garadomb-unknown-site-1 (Bács-Kiskun County, Kalocsa)","Hungary",46.41594,18.91974,"Native Pulldown on 3.2M snpset","AG","1240k",1,103415,53489,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","I-L596","I2",NA,"77.5","HV0a","[0.983,0.993]","0.127",0.444,"n/a (44 SNPs)","n/a (<2000 X SNPs)","ds.half","S1890.L1","0.026","PASS",NA,"HV0","I2"
"I1896.AG","I1896","SEKU10a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",7190,59,"5317-5074 calBCE (6264±34 BP, OxA-29050)",NA,"Hungary_MN_Vinca.AG","Szederkény-Kukorica-dülö","Hungary",45.5969,18.28247,"Native Pulldown on 3.2M snpset","AG","1240k",1,249796,130973,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-PF3346","G2a2b2a1a",NA,"92.9","K2a","[0.992,0.997]","0.079",0.426,"n/a (156 SNPs)","[0,0.005]","ds.half","S1896.L1","0.041","PASS",NA,"K2a","G2a"
"I1899.AG","I1899","VEJ2a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",6550,173,"4900-4300 BCE",NA,"Hungary_LN_Lengyel.AG","Veszprém-Jutasi-út (Veszprém County, Veszprém)","Hungary",47.102645,17.912987,"Native Pulldown on 3.2M snpset","AG","1240k",1,326793,173532,"M","0","0","C-V86","C1a2",NA,"94.7","T2b","[0.998,1.000]","0.106",0.432,"[0,0.018]","[0,0.008]","ds.half","S1899.L1","0.101","PASS",NA,"T2b","C1a"
"I1900.AG","I1900","VEJ4a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",6686,38,"4797-4619 calBCE (5861±26 BP, MAMS-14827)",NA,"Hungary_LN_Lengyel.AG","Veszprém-Jutasi-út (Veszprém County, Veszprém)","Hungary",47.102645,17.912987,"Native Pulldown on 3.2M snpset","AG","1240k",1,62214,32610,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","E-L618","E1b1b1a1b1",NA,"190","W1+119","[0.999,1.000]","0.081",0.43,"n/a (12 SNPs)","n/a (<2000 X SNPs)","ds.half","S1900.L1","0.13","PASS",NA,"W1+","E1b"
"I1901.AG","I1901","VEJ5a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",6550,173,"4900-4300 BCE",NA,"Hungary_LN_Lengyel.AG","Veszprém-Jutasi-út (Veszprém County, Veszprém)","Hungary",47.102645,17.912987,"Native Pulldown on 3.2M snpset","AG","1240k",1,494679,258501,"M","4.5348","0","G-PF3148","G2a2a1",NA,"213","J1c2","[0.994,0.999]","0.164",0.426,"[0,0.019]","[0,0.006]","ds.half","S1901.L1","0.38","PASS",NA,"J1c","G2a"
"I1903.AG","I1903","BAL3a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",6550,173,"4900-4300 BCE",NA,"Hungary_LN_Lengyel_son.I10619.son.I10624.halfbro.I10620.halfbro.I10621.AG","Bátaszék-Lajvér (Tolna County, Szekszárd)","Hungary",46.20487,18.7004,"Native Pulldown on 3.2M snpset","AG","1240k",1,592275,310009,"M","0","0","H-Y28140","H",NA,"127","T2","[0.998,1.000]","0.157",0.43,"[0,0.01]","[0.002,0.008]","ds.half","S1903.L1","0.108","PASS",NA,"T2","H"
"I1906.AG","I1906","CSAT19a","tooth (molar)",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",6550,173,"4900-4300 BCE",NA,"Hungary_LN_Lengyel.AG","Csabdi-Télizöldes (Fejér County, Bicske)","Hungary",47.51062,18.61693,"Native Pulldown on 3.2M snpset","AG","1240k",1,453909,236076,"M","36.529997","0","H","H",NA,"214","H","[0.991,0.999]","0.102",0.423,"[0,0]","[0.001,0.007]","ds.half","S1906.L1","0.119","PASS",NA,"H","H"
"I1934.AG","I1934","TelShadudL.126","tooth (molar)",2017,"VanDenBrink2017","doi:10.1080/00758914.2017.1368204",NA,"Context: Based on date of another individual (I2062)",3200,87,"1400-1100 BCE",NA,"Israel_MLBA.AG","Tel Shadud (Northern District, Yizre'el)","Israel",32.6602718,35.2344385,"Native Pulldown on 3.2M snpset","AG","1240k",1,33006,17338,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","J1","J1",NA,"5.56","I5a1","[0.936,0.995]","0.048",0.442,"n/a (7 SNPs)","n/a (<2000 X SNPs)","ds.half","S1934.E1.L1","0.0016","PASS",NA,"I5a","J1"
"I1975.AG","I1975","5.-K18","tooth",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",4927,59,"3092-2893 calBCE (4350±40 BP, Beta-288937)",NA,"Spain_C.AG","La Chabola de la Hechicera (Basque Country, Álava, Elvillar)","Spain",42.5674991,-2.5534964,"Native Pulldown on 3.2M snpset","AG","1240k",1,108584,57452,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","I-M436","I2a1b",NA,"20.1","J1c","[0.937,0.964]","0.066",0.447,NA,"n/a (<2000 X SNPs)","ds.half","S1975.E1.L1",NA,"PASS","mtcontam=[0.937,0.964]","J1c","I2a"
"I2014.AG","I2014","HAL15a","tooth",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Direct: IntCal20",6946,67,"5204-4852 calBCE (6081±30 BP, KIA-40344)",NA,"Germany_EN_LBK.AG","Halberstadt-Sonntagsfeld (Sachsen-Anhalt, Sachsen-Anhalt, Harz)","Germany",51.8958333,11.0466667,"Native Pulldown on 3.2M snpset","AG","1240k",1,19763,10218,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-P287","G",NA,"156","N1a1a1a3","[0.998,1.000]","0.096",0.399,"n/a (4 SNPs)","n/a (<2000 X SNPs)","ds.half","S2014.L2","0.065","PASS",NA,"N1a","G"
"I2020.AG","I2020","HAL20b","tooth",2017,"LipsonNature2017","doi:10.1038/nature24476","ENA:PRJEB22629","Context: Archaeological",7125,188,"5500-4850 BCE",NA,"Germany_EN_LBK_1d.or.2d.rel.I1550.AG","Halberstadt-Sonntagsfeld (Sachsen-Anhalt, Sachsen-Anhalt, Harz)","Germany",51.8958333,11.0466667,"Native Pulldown on 3.2M snpset","AG","1240k",1,66478,35123,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-P15","G2a",NA,"855","K1a2","[0.999,1.000]","0.117",0.416,"n/a (17 SNPs)","n/a (<2000 X SNPs)","ds.half","S2020.L2","0.057","PASS",NA,"K1a","G2a"
"I2403.AG","I2403","3.4 (male 2)","bone (long bone)",2018,"MathiesonNature2018","doi:10.1038/nature25778","ENA:PRJEB22652","Direct: IntCal20",4667,87,"2868-2577 calBCE (4120±30 BP, Beta-430712)","20-30 yrs","Poland_GlobularAmphora.AG","Kierzkowo (Kuyavian-Pomeranian Province, Żnin County, Żnin)","Poland",52.85,17.8833333,"Native Pulldown on 3.2M snpset","AG","1240k",1,295619,156762,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","I-Z161","I2a1b1a2b",NA,"60.8","U5b2b1a1","[0.982,0.993]","0.074",0.43,"[0,0.002]","[0,0.007]","ds.half","S2403.E1.L1","0.053","PASS",NA,"U5b","I2a"
"I2417.AG","I2417","53535_25005","petrous",2018,"OlaldeNature2018","doi:10.1038/nature25738","ENA:PRJEB23635","Context: Date(s) on 2d/3d relative I2416",4250,115,"2500-2100 BCE","24-30 yrs","England_BellBeaker_lowEEF.AG","Amesbury Down (England, Wiltshire)","United Kingdom",51.168023,-1.7725402,"Native Pulldown on 3.2M snpset","AG","1240k",1,824508,432283,"M","0","0","R-L21","R1b1a1b1a1a2c1",NA,"123","J1c","[0.996,1.000]","0.105",0.42,"[0.003,0.009]","[0.004,0.007]","ds.half","S2417.E1.L2","0.027","PASS",NA,"J1c","R1b"
"I2428.AG","I2428","37; 12-13, infans II","tooth (molar)",2022,"LazaridisAlpaslanRoodenbergScience2022","doi:10.1126/science.abm4247","ENA:PRJEB54831","Context: Probable first degree relative of dated I2429",6400,87,"4600-4300 BCE","juvenile 12-13 yrs","Bulgaria_Chalcolithic.AG","Smyadovo (province Shumen, municipality Smyadovo)","Bulgaria",43.057778,26.983611,"Native Pulldown on 3.2M snpset","AG","1240k",1,76847,39900,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","G-L91","G2a2a1a2",NA,"64.1","K1a+195","[0.998,1.000]","0.112",0.387,"n/a (12 SNPs)","n/a (<2000 X SNPs)","ds.half","S2428.E1.L2","0.0049","PASS",NA,"K1a","G2a"
"I2464.AG","I2464","62260_39","bone (long bone)",2018,"OlaldeNature2018","doi:10.1038/nature25738","ENA:PRJEB23635","Direct: IntCal20",3615,49,"1746-1544 calBCE (3379±30 BP, NZA-28700)","34-45 yrs","England_C_EBA.AG","Boscombe Airfield (England, Wiltshire)","United Kingdom",51.15,-1.75,"Native Pulldown on 3.2M snpset","AG","1240k",1,54007,28438,"M","n/a (<300K SNPs)","n/a (<300K SNPs)","R-M269","R1b1a1b",NA,"77.2","I2","[0.978,0.991]","0.072",0.442,"n/a (6 SNPs)","n/a (<2000 X SNPs)","ds.half","S2464.E1.L1","0.0047","PASS",NA,"I2","R1b"
